trial b/dMass b/dRadius b/dEcc b/dOrbPeriod star/dMass star/dAge star/dXUVEngleMidLateA star/dXUVEngleMidLateB star/dXUVEngleMidLateC star/dXUVEngleMidLateD star/dFlareSlopeA1 star/dFlareSlopeA2 star/dFlareSlopeA3 star/dFlareYIntB1 star/dFlareYIntB2 star/dFlareYIntB3 vpl/dStopTime 
rand_260 -1.645506 -1.115660 0.005865 -1.628937 0.193055 4701698.030629 -0.183899 -3.696567 -1.497309 0.397090 -0.148358 0.516060 -0.618175 4.692763 -16.410830 19.451111 6562283991.986898 
rand_261 -1.651733 -1.127048 0.004640 -1.628890 0.196301 4835599.626068 -0.171730 -2.946138 -1.243560 0.227493 -0.148492 0.515421 -0.614996 4.697222 -16.396580 19.348085 6905260747.015586 
rand_262 -1.659196 -1.119172 0.004578 -1.628920 0.189346 5635242.060451 -0.171746 -3.078854 -1.820358 0.357085 -0.148333 0.520415 -0.620990 4.691491 -16.559887 19.547055 7283289323.996503 
rand_263 -1.652654 -1.103318 0.001273 -1.628914 0.200172 5359109.599216 -0.146458 -2.576069 -2.012096 0.330804 -0.148521 0.520243 -0.619941 4.698515 -16.554777 19.511362 7348894036.526246 
rand_264 -1.628117 -1.101458 0.005272 -1.628888 0.200032 4315615.987990 -0.170907 -2.722468 -1.536926 0.212620 -0.148788 0.521128 -0.620420 4.707186 -16.587905 19.529989 7284973167.240494 
rand_265 -1.634018 -1.126001 0.002392 -1.629001 0.197569 5070570.756428 -0.100238 -2.163163 -1.366537 0.301231 -0.147665 0.518416 -0.619047 4.669887 -16.494988 19.482626 6786878701.912125 
rand_266 -1.671499 -1.106224 0.006230 -1.628915 0.195501 3348944.593278 -0.162048 -2.232803 -1.755984 0.377386 -0.148963 0.516062 -0.615786 4.713902 -16.418455 19.374041 7238057880.465277 
rand_267 -1.619715 -1.156204 0.006428 -1.628893 0.188614 4888747.851878 -0.032433 -2.211019 -2.064945 0.174539 -0.148068 0.515476 -0.615567 4.683801 -16.396698 19.364208 6367218778.004325 
rand_268 -1.660892 -1.136908 0.014024 -1.628938 0.198312 5827125.811881 -0.139228 -3.214440 -2.040949 0.358478 -0.148765 0.514821 -0.614887 4.707073 -16.375240 19.343329 7193566253.707549 
rand_269 -1.656087 -1.113795 0.004224 -1.628955 0.202233 5105413.172201 -0.286258 -2.588792 -1.703105 0.324712 -0.148282 0.517362 -0.618471 4.690239 -16.459581 19.464237 7312469820.071905 
rand_270 -1.644961 -1.153057 0.007109 -1.628960 0.194863 4752899.562923 -0.112410 -2.366261 -1.560877 0.276482 -0.147856 0.518215 -0.620282 4.675509 -16.487712 19.524991 7138650830.279732 
rand_271 -1.685439 -1.133649 0.006407 -1.628990 0.189531 6093657.799381 -0.126375 -2.254295 -1.510951 0.226477 -0.147723 0.517779 -0.618874 4.671015 -16.476043 19.479481 7018374567.640929 
rand_272 -1.683695 -1.146453 0.004872 -1.628902 0.200743 4124258.339413 -0.109398 -2.701193 -1.780207 0.275951 -0.147622 0.518080 -0.619781 4.667753 -16.480691 19.505772 7372663881.066274 
rand_273 -1.665322 -1.106567 0.002033 -1.628970 0.194429 6543635.446029 -0.130740 -2.286391 -1.586748 0.227260 -0.147856 0.519591 -0.621577 4.675537 -16.534296 19.568887 6933080487.162831 
rand_274 -1.651225 -1.103546 0.006230 -1.628936 0.196768 5573974.397367 -0.287480 -2.034670 -1.624983 0.339555 -0.147936 0.517958 -0.618999 4.678276 -16.477784 19.480504 7084482420.394407 
rand_275 -1.668006 -1.138757 0.009733 -1.628929 0.194178 6918544.801058 -0.142615 -2.997105 -1.387596 0.302359 -0.148092 0.518188 -0.619356 4.683919 -16.487770 19.494049 7633059309.165821 
rand_276 -1.664874 -1.120433 0.003329 -1.628894 0.191840 5010120.401847 -0.272778 -2.512592 -1.207359 0.294866 -0.148323 0.520890 -0.620171 4.691946 -16.580192 19.521469 7491334145.331679 
rand_277 -1.660359 -1.135353 0.001681 -1.628933 0.193616 5049905.688650 -0.127284 -3.617710 -1.716237 0.309574 -0.148165 0.516589 -0.617847 4.686138 -16.430961 19.441614 8272806456.046075 
rand_278 -1.639350 -1.105996 0.008240 -1.628929 0.187047 4972352.746921 -0.167562 -3.431510 -2.083187 0.394409 -0.148475 0.516679 -0.617230 4.697195 -16.435531 19.420746 7169345866.816625 
rand_279 -1.654957 -1.125562 0.005168 -1.628882 0.196749 5774471.550020 -0.166344 -2.291803 -1.445902 0.278025 -0.148385 0.519724 -0.619029 4.693705 -16.540477 19.483489 6587568375.489594 
rand_280 -1.652877 -1.146256 0.005525 -1.628992 0.189799 4213092.434954 -0.178362 -2.560155 -1.741944 0.295936 -0.148471 0.516613 -0.618111 4.696359 -16.432561 19.450551 7003665230.592916 
rand_281 -1.636557 -1.159811 0.005212 -1.628908 0.194376 4312659.165022 -0.181959 -3.528608 -1.806932 0.307204 -0.147213 0.513437 -0.616067 4.654329 -16.326997 19.382828 7524392969.093598 
rand_282 -1.651559 -1.155194 0.012933 -1.628944 0.188537 4920987.065426 -0.202303 -2.660868 -1.801696 0.352897 -0.147762 0.517815 -0.619090 4.672161 -16.474523 19.485668 7293876178.741141 
rand_283 -1.629699 -1.091332 0.006308 -1.628982 0.195270 4885895.961285 -0.365412 -3.050677 -1.260199 0.331345 -0.148766 0.514668 -0.614902 4.707137 -16.371247 19.344852 8096517141.389189 
rand_284 -1.649360 -1.093526 0.006792 -1.628922 0.188888 5442211.711834 -0.060339 -3.058713 -2.210591 0.270022 -0.148472 0.515336 -0.616554 4.696630 -16.388743 19.397551 7357846290.684540 
rand_285 -1.675010 -1.130284 0.003785 -1.628917 0.191531 6348343.273907 -0.141734 -2.357454 -1.906924 0.302348 -0.147970 0.513869 -0.614867 4.679862 -16.343582 19.343221 6922878220.181469 
rand_286 -1.597779 -1.134553 0.003572 -1.628913 0.195123 6166652.312171 -0.189913 -2.457111 -2.076628 0.326558 -0.147469 0.518894 -0.619900 4.662571 -16.510987 19.511930 6937173121.772546 
rand_287 -1.647218 -1.098892 0.000252 -1.628912 0.195220 3368844.296602 -0.137019 -3.015429 -1.714235 0.269111 -0.148153 0.516961 -0.617938 4.685765 -16.446971 19.446336 7319200798.580750 
rand_288 -1.677879 -1.109956 0.004451 -1.628902 0.193113 4700003.231193 -0.126684 -2.634277 -1.617762 0.299977 -0.148992 0.515388 -0.615041 4.714759 -16.391848 19.346194 7727141226.892383 
rand_289 -1.663968 -1.130933 0.008144 -1.628897 0.196947 6005592.533621 -0.119173 -2.521397 -1.928948 0.347716 -0.146722 0.517387 -0.619412 4.636927 -16.459291 19.495670 6790348796.963107 
rand_290 -1.660509 -1.136019 0.007837 -1.628960 0.196690 5977131.658839 -0.224489 -2.571750 -1.968499 0.296295 -0.148527 0.520371 -0.620578 4.698541 -16.559822 19.533573 7573131430.916242 
rand_291 -1.640341 -1.107178 0.000420 -1.628948 0.197385 4142128.403755 -0.120555 -3.051327 -1.325035 0.091145 -0.148498 0.518398 -0.619491 4.697669 -16.494685 19.498356 7030835960.895863 
rand_292 -1.669841 -1.129725 0.001671 -1.628910 0.192223 5706256.981504 -0.161362 -2.323120 -2.665594 0.409752 -0.147836 0.522958 -0.622433 4.676111 -16.650038 19.596602 6616103415.251650 
rand_293 -1.660131 -1.131477 0.005207 -1.628933 0.182233 4376842.657002 -0.268637 -2.946032 -1.223034 0.330105 -0.147653 0.520855 -0.622377 4.668586 -16.578064 19.596746 7854278003.136646 
rand_294 -1.643058 -1.132311 0.012671 -1.628901 0.192948 2723178.710353 -0.134541 -2.509271 -1.754531 0.291047 -0.147878 0.509681 -0.611585 4.676650 -16.202696 19.232684 6571901226.761409 
rand_295 -1.673102 -1.108295 0.000783 -1.628945 0.200934 4154757.193302 -0.206308 -2.412671 -1.562736 0.287557 -0.148459 0.516811 -0.617111 4.696945 -16.442669 19.417986 7050504844.631184 
rand_296 -1.677199 -1.131001 0.005659 -1.628896 0.206396 3937367.072026 -0.291003 -3.041154 -1.216673 0.357379 -0.147978 0.515370 -0.616473 4.679882 -16.394757 19.398895 6809149531.603787 
rand_297 -1.685189 -1.125309 0.005829 -1.628923 0.195439 5573887.810924 -0.088045 -2.352018 -1.349166 0.267793 -0.148455 0.515055 -0.615885 4.696087 -16.382038 19.377157 6914696132.155347 
rand_298 -1.680683 -1.158729 0.004494 -1.628876 0.195278 4863875.753020 -0.143466 -2.483514 -1.756987 0.206763 -0.147179 0.519141 -0.621119 4.652720 -16.520393 19.554255 7128085859.477752 
rand_299 -1.680055 -1.108513 0.005633 -1.628939 0.202141 5792673.960438 -0.259159 -3.922557 -1.144998 0.323583 -0.148017 0.516701 -0.618561 4.680960 -16.435707 19.466414 7060224131.756926 
rand_300 -1.623575 -1.119392 0.001136 -1.628939 0.200917 5747099.500737 -0.173794 -3.112276 -1.722532 0.314812 -0.148108 0.514960 -0.616081 4.684473 -16.377370 19.381926 7478322222.615458 
rand_301 -1.655004 -1.107580 0.010893 -1.628953 0.188813 3798171.490053 -0.111938 -2.898338 -1.243151 0.184429 -0.148113 0.520608 -0.622422 4.683671 -16.561862 19.592690 6867326291.431103 
rand_302 -1.647352 -1.118795 0.004155 -1.628946 0.198422 5958415.713342 -0.192428 -3.401936 -1.599067 0.291522 -0.148872 0.516777 -0.617512 4.709707 -16.437554 19.430526 7160712695.894742 
rand_303 -1.685887 -1.130280 0.003003 -1.628959 0.204126 3964261.778997 -0.053775 -2.857512 -1.381062 0.166553 -0.147666 0.517887 -0.619156 4.669097 -16.477262 19.487401 6388349312.503234 
rand_304 -1.660984 -1.099925 0.002817 -1.628945 0.187177 6101375.117771 -0.108766 -2.539694 -1.711224 0.257392 -0.147301 0.516635 -0.617695 4.657611 -16.437664 19.438656 7564222751.881638 
rand_305 -1.620628 -1.139828 0.006932 -1.628946 0.201770 5538399.030757 -0.199021 -2.925731 -1.461376 0.389455 -0.147775 0.517790 -0.620127 4.673413 -16.473360 19.519897 7125575537.413293 
rand_306 -1.664787 -1.131606 0.006329 -1.628927 0.198960 4504160.650264 -0.201658 -1.998275 -1.342729 0.157590 -0.147959 0.518737 -0.619406 4.679137 -16.504915 19.494718 7977745176.219597 
rand_307 -1.686966 -1.103723 0.005093 -1.628920 0.193036 5346212.916473 -0.162221 -3.223072 -1.667607 0.361201 -0.147492 0.513835 -0.616425 4.662883 -16.338025 19.393958 7043863125.362400 
rand_308 -1.673088 -1.099125 0.002697 -1.628922 0.192816 2173300.483972 -0.127228 -2.100002 -1.564785 0.231969 -0.148584 0.519052 -0.619561 4.699885 -16.514287 19.499342 7173734817.216454 
rand_309 -1.640657 -1.126870 0.007003 -1.628958 0.199375 7022112.220211 -0.213921 -3.072297 -2.050504 0.395902 -0.147851 0.518797 -0.619853 4.675406 -16.508216 19.510992 6975726034.177040 
rand_310 -1.685957 -1.125532 0.010676 -1.628917 0.198370 5576723.926451 -0.296328 -2.692853 -1.452182 0.239812 -0.147502 0.516333 -0.618317 4.663801 -16.425846 19.459685 6971264735.724098 
rand_311 -1.648806 -1.102954 0.005078 -1.628914 0.197964 6329786.700034 -0.100642 -2.746710 -1.505132 0.299875 -0.148286 0.519134 -0.620190 4.690363 -16.520322 19.522562 6544539758.140164 
rand_312 -1.646414 -1.155959 0.005378 -1.628977 0.191286 5502208.318203 -0.157452 -3.034057 -0.979070 0.194862 -0.147459 0.519019 -0.620725 4.662344 -16.515607 19.540236 6486892159.564214 
rand_313 -1.685646 -1.150262 0.000665 -1.628891 0.199567 5338793.805205 -0.052447 -3.147454 -2.216054 0.334260 -0.147530 0.516722 -0.618865 4.664410 -16.438695 19.478449 6736815641.797769 
rand_314 -1.646448 -1.147718 0.001896 -1.628918 0.195958 4272746.006952 -0.171575 -3.346647 -1.818549 0.357085 -0.148347 0.518810 -0.618688 4.692762 -16.508251 19.470310 6980145995.209982 
rand_315 -1.651871 -1.128093 0.004282 -1.628913 0.200532 4209658.418539 -0.168395 -3.342794 -1.404220 0.253080 -0.147862 0.512783 -0.613931 4.675990 -16.307787 19.312461 7371825895.055684 
rand_316 -1.710776 -1.119027 0.003309 -1.628938 0.198774 2556746.179255 -0.165701 -3.071795 -1.939679 0.353858 -0.148797 0.513934 -0.614744 4.707962 -16.346206 19.339921 7112494001.428665 
rand_317 -1.636118 -1.135961 0.002630 -1.628973 0.194253 5000546.590871 -0.273685 -2.660212 -1.473760 0.444547 -0.147859 0.523373 -0.623160 4.676408 -16.660978 19.620205 7439704673.863142 
rand_318 -1.633263 -1.132112 0.000137 -1.628918 0.191475 4421142.066740 -0.252205 -3.090391 -1.667655 0.281836 -0.147965 0.515194 -0.616959 4.679753 -16.385822 19.412018 7789301952.887638 
rand_319 -1.669919 -1.110492 0.002859 -1.628903 0.198690 4208673.279049 -0.099377 -2.768255 -1.836706 0.403564 -0.149365 0.521218 -0.620871 4.727355 -16.583093 19.538420 7040729928.000922 
rand_320 -1.593031 -1.145169 0.002178 -1.628898 0.196179 4771842.038105 -0.104736 -2.629540 -1.474875 0.168608 -0.148224 0.515309 -0.616847 4.688243 -16.389362 19.408588 7433077699.446445 
rand_321 -1.628733 -1.124560 0.003553 -1.628947 0.197483 5814364.970114 -0.159668 -2.965449 -0.960921 0.126120 -0.148526 0.516564 -0.616535 4.698111 -16.432931 19.399084 7053832568.646229 
rand_322 -1.684620 -1.101347 0.003433 -1.628945 0.190194 4925356.252935 -0.128788 -2.517085 -1.169785 0.162096 -0.148549 0.514463 -0.615120 4.699301 -16.365847 19.354102 7443629972.462560 
rand_323 -1.665151 -1.145539 0.003021 -1.628969 0.198421 5561832.412125 -0.125462 -2.477958 -1.909886 0.285314 -0.147664 0.517380 -0.619996 4.669458 -16.456737 19.512979 6896412263.092852 
rand_324 -1.660831 -1.131407 0.004962 -1.628933 0.202765 5351289.778955 -0.155057 -3.441980 -1.582262 0.280275 -0.147852 0.519049 -0.618854 4.675666 -16.517112 19.476484 7207307500.388492 
rand_325 -1.638334 -1.141113 0.002358 -1.628915 0.196117 5426976.976284 -0.189211 -2.752758 -1.282196 0.251666 -0.148232 0.518513 -0.617792 4.688735 -16.501161 19.442505 7481746132.934922 
rand_326 -1.626910 -1.168845 0.000057 -1.628916 0.190276 5174115.564370 -0.086795 -2.218933 -1.975930 0.301577 -0.148319 0.519593 -0.619638 4.691599 -16.536388 19.504063 7087328023.033871 
rand_327 -1.676578 -1.106160 0.000670 -1.628954 0.193676 5266824.363939 -0.223190 -3.476164 -2.058323 0.453986 -0.148025 0.519823 -0.620502 4.681151 -16.539455 19.530383 7693537122.940018 
rand_328 -1.657486 -1.136891 0.006467 -1.628876 0.199609 4440887.478951 -0.103534 -2.737275 -2.015569 0.365026 -0.148477 0.511161 -0.613645 4.696510 -16.245371 19.298009 7073315846.187181 
rand_329 -1.645683 -1.150730 0.001867 -1.628889 0.187196 5604097.074200 -0.252780 -2.650226 -1.483676 0.258195 -0.148308 0.516695 -0.616951 4.691782 -16.438612 19.412465 6533375406.817157 
rand_330 -1.669515 -1.138559 0.004606 -1.628932 0.197118 3636802.820175 -0.135341 -2.579746 -1.882753 0.273557 -0.147334 0.517228 -0.618713 4.657250 -16.456797 19.474669 7576641982.529421 
rand_331 -1.632158 -1.129697 0.000243 -1.628912 0.199918 2841014.926168 -0.225259 -3.353891 -1.894886 0.316792 -0.148668 0.517892 -0.617064 4.703856 -16.478296 19.415933 7458454463.579241 
rand_332 -1.671388 -1.125458 0.009937 -1.628951 0.186226 5950501.627125 -0.078878 -2.486538 -1.675741 0.275306 -0.148212 0.517866 -0.618789 4.688202 -16.476497 19.474115 6948016147.757559 
rand_333 -1.663635 -1.132409 0.004596 -1.628946 0.197993 4487871.943861 -0.196900 -2.873515 -1.489479 0.356650 -0.148772 0.518137 -0.618009 4.707067 -16.488863 19.450211 6783577723.712983 
rand_334 -1.691102 -1.113987 0.001295 -1.628934 0.202945 6404872.649068 -0.123676 -2.348454 -1.532396 0.251452 -0.147765 0.516587 -0.617622 4.671755 -16.431934 19.435303 7508729422.456991 
rand_335 -1.632366 -1.109189 0.002581 -1.628969 0.187408 5433354.815771 -0.053420 -3.566967 -2.171898 0.344671 -0.147915 0.522930 -0.624457 4.677937 -16.645644 19.664744 7117944791.524929 
rand_336 -1.658572 -1.114775 0.002268 -1.628905 0.192169 4722478.749457 -0.180133 -2.604316 -1.723602 0.313667 -0.148430 0.513204 -0.615150 4.695200 -16.315419 19.349646 6386147519.848089 
rand_337 -1.661187 -1.102161 0.001306 -1.628939 0.186569 5704484.189605 -0.315588 -3.585795 -1.577352 0.358118 -0.149101 0.511585 -0.613201 4.717791 -16.262807 19.285462 7111247204.578155 
rand_338 -1.636128 -1.153465 0.003900 -1.628927 0.196883 4857800.220082 -0.154634 -3.217254 -1.684771 0.217523 -0.147811 0.518842 -0.619551 4.674339 -16.511297 19.501245 6951410183.740000 
rand_339 -1.676853 -1.151341 0.001686 -1.628910 0.193282 4913792.841438 -0.161379 -2.778786 -1.136509 0.160610 -0.148286 0.517850 -0.618754 4.690234 -16.474920 19.472434 7141798501.569371 
rand_340 -1.633560 -1.133019 0.002681 -1.628909 0.194973 4037031.232671 -0.152824 -2.884502 -1.566219 0.362491 -0.146796 0.516293 -0.618766 4.640446 -16.422355 19.472697 6368927189.203579 
rand_341 -1.643054 -1.097384 0.001950 -1.628897 0.191736 5367943.663252 -0.116445 -2.793675 -1.294887 0.203819 -0.148706 0.513230 -0.613616 4.704691 -16.319317 19.299259 7062918555.758307 
rand_342 -1.651257 -1.145383 0.006122 -1.628890 0.194828 4074886.115008 -0.048569 -2.690925 -1.931855 0.258944 -0.148952 0.515820 -0.616269 4.713229 -16.408441 19.390047 7662322352.162616 
rand_343 -1.664372 -1.121383 0.010502 -1.628940 0.194996 6391420.163001 -0.156664 -2.174463 -2.130087 0.323561 -0.147391 0.517800 -0.619265 4.659535 -16.478819 19.495246 6391182789.074657 
rand_344 -1.683802 -1.107456 0.001423 -1.628927 0.191371 4141057.403575 -0.081005 -2.345404 -1.336074 0.162294 -0.148081 0.515446 -0.616154 4.684151 -16.395299 19.384748 7874973189.507879 
rand_345 -1.654292 -1.126616 0.000482 -1.628902 0.201497 4253290.564046 -0.041552 -2.241766 -2.071286 0.290760 -0.147576 0.514106 -0.614943 4.666274 -16.352740 19.347035 7231914205.667416 
rand_346 -1.660163 -1.135876 0.007293 -1.628935 0.204090 3747883.268086 -0.132240 -2.740880 -1.961468 0.276030 -0.147147 0.522209 -0.623713 4.652210 -16.621282 19.638477 6612194870.875680 
rand_347 -1.668611 -1.112268 0.000959 -1.628971 0.195892 5310077.572434 -0.061245 -2.792785 -2.063872 0.336068 -0.147398 0.515356 -0.617857 4.659866 -16.389917 19.442152 7956049944.192971 
rand_348 -1.617658 -1.141671 0.003016 -1.628975 0.200431 5351215.472564 -0.136671 -2.559067 -2.219852 0.397309 -0.148737 0.517420 -0.617554 4.706629 -16.457975 19.428761 7555893379.120879 
rand_349 -1.623410 -1.098866 0.000039 -1.628952 0.203249 4671164.575369 -0.086060 -3.785446 -1.743194 0.334104 -0.148400 0.516937 -0.617361 4.694280 -16.444304 19.425837 6806032742.697946 
rand_350 -1.605208 -1.117457 0.006756 -1.628943 0.195371 5443838.025604 -0.098028 -3.069419 -2.104103 0.277348 -0.147762 0.514144 -0.616507 4.673352 -16.348376 19.394757 6800386034.884190 
rand_351 -1.671609 -1.134351 0.002025 -1.628928 0.185000 4910418.680129 -0.115269 -2.797258 -1.199165 0.108434 -0.147354 0.518413 -0.619768 4.658687 -16.496009 19.509178 6619799013.945150 
rand_352 -1.626591 -1.143698 0.006544 -1.628882 0.193912 4455661.914695 -0.105773 -1.812698 -2.245669 0.322139 -0.149142 0.515163 -0.616316 4.719716 -16.383263 19.389131 7355020981.668758 
rand_353 -1.681173 -1.108342 0.003789 -1.628978 0.192194 3511304.799912 -0.149209 -2.650281 -1.517299 0.274662 -0.147078 0.519707 -0.621954 4.649371 -16.538137 19.581665 6757619219.312042 
rand_354 -1.692351 -1.136177 0.008580 -1.628941 0.182833 4720408.125792 -0.037981 -2.763410 -1.127520 0.103872 -0.147971 0.518198 -0.620320 4.679565 -16.484746 19.524240 6450125467.907272 
rand_355 -1.707620 -1.138854 0.000140 -1.628911 0.191598 4722661.506300 -0.137541 -3.093782 -1.183416 0.223102 -0.148033 0.516354 -0.616506 4.682084 -16.427011 19.397856 6598750598.160518 
rand_356 -1.663423 -1.126095 0.007316 -1.628929 0.185412 5251426.610312 -0.071444 -3.148433 -2.111275 0.360785 -0.149201 0.514567 -0.613800 4.721548 -16.366378 19.306729 7166994729.209685 
rand_357 -1.659997 -1.160839 0.007370 -1.628940 0.193741 3305872.806111 -0.217407 -2.630810 -1.261327 0.285058 -0.148144 0.518397 -0.620210 4.685370 -16.492953 19.522376 6976949236.117768 
rand_358 -1.617307 -1.113313 0.006562 -1.628917 0.199256 6227041.567834 -0.183821 -3.617605 -1.618652 0.329055 -0.148078 0.518845 -0.619414 4.683680 -16.511131 19.496110 7312440183.100904 
rand_359 -1.650292 -1.141873 0.014539 -1.628956 0.190198 5787818.663316 -0.082490 -2.125284 -1.736535 0.315220 -0.148048 0.520267 -0.621617 4.682470 -16.556845 19.569591 7262140978.450889 
rand_360 -1.643820 -1.181404 0.005500 -1.628957 0.193135 5582574.717456 -0.224529 -3.404282 -0.928088 0.234491 -0.148499 0.517416 -0.617770 4.697749 -16.462623 19.440802 7230139848.057032 
rand_361 -1.670494 -1.116894 0.000979 -1.628931 0.197748 5543288.094479 -0.130204 -3.019597 -1.093898 0.220785 -0.148120 0.514725 -0.615345 4.685530 -16.371793 19.358456 7499807649.904322 
rand_362 -1.689504 -1.097252 0.004543 -1.628863 0.189616 4148926.636734 -0.041892 -2.508891 -1.470186 0.251634 -0.148308 0.524320 -0.624426 4.690800 -16.692829 19.663966 7169286849.339095 
rand_363 -1.651934 -1.117203 0.003616 -1.628881 0.194322 5354982.942812 -0.212449 -2.925894 -1.666360 0.216040 -0.147339 0.515798 -0.618977 4.658128 -16.402311 19.478759 7589786776.512159 
rand_364 -1.621501 -1.135059 0.002316 -1.628883 0.196223 4589725.818555 -0.236377 -2.435847 -1.562277 0.299435 -0.148075 0.514477 -0.616397 4.683423 -16.359883 19.392139 7018657654.279067 
rand_365 -1.657012 -1.122530 0.000717 -1.628925 0.196108 5018403.938249 -0.128118 -3.140546 -1.354097 0.290321 -0.148180 0.517740 -0.618473 4.686815 -16.470641 19.462846 6721529295.001673 
rand_366 -1.660735 -1.131656 0.013797 -1.628947 0.191022 6173619.558386 -0.126652 -2.741589 -1.633659 0.308953 -0.147906 0.513773 -0.614626 4.677568 -16.338216 19.333986 7229551325.164301 
rand_367 -1.614650 -1.106626 0.002841 -1.628931 0.188789 4455927.333648 -0.110314 -2.705685 -1.684210 0.311526 -0.147332 0.513801 -0.616011 4.658061 -16.337700 19.379399 7431131654.744890 
rand_368 -1.630345 -1.141590 0.000727 -1.628929 0.198678 6155648.851685 -0.133936 -2.699999 -1.374967 0.201436 -0.148907 0.511698 -0.613154 4.711536 -16.264353 19.281046 6958608792.443325 
rand_369 -1.660909 -1.115499 0.003881 -1.628959 0.194186 4753271.349843 -0.220050 -2.779482 -1.475049 0.267848 -0.147354 0.517466 -0.619298 4.658492 -16.467121 19.495450 7131756015.558355 
rand_370 -1.656400 -1.124441 0.008278 -1.628924 0.193893 3890709.056677 -0.133362 -2.575487 -1.275925 0.171211 -0.148305 0.514432 -0.615670 4.690989 -16.359061 19.368561 7017147713.622977 
rand_371 -1.647543 -1.158854 0.008866 -1.628959 0.197207 5717753.426305 0.053482 -3.008411 -1.869287 0.222283 -0.148296 0.516802 -0.617867 4.690768 -16.438537 19.441774 6985378222.621792 
rand_372 -1.650624 -1.142149 0.007819 -1.628977 0.199161 5723226.603386 -0.122069 -2.112137 -2.019162 0.281451 -0.148352 0.522809 -0.623197 4.692392 -16.641703 19.621717 7493324460.771814 
rand_373 -1.632335 -1.122895 0.001228 -1.628893 0.194515 4957716.740389 -0.055606 -2.452300 -1.974637 0.274323 -0.147915 0.517857 -0.618727 4.678123 -16.475811 19.472097 7257628087.176815 
rand_374 -1.654098 -1.110966 0.004058 -1.628923 0.189283 3958004.715829 -0.145934 -2.539028 -1.624373 0.305554 -0.149321 0.513107 -0.611449 4.726466 -16.317869 19.226525 7093717617.996029 
rand_375 -1.669657 -1.095715 0.000864 -1.628947 0.198057 6008316.536439 -0.242513 -1.200309 -2.124295 0.328930 -0.147635 0.517580 -0.619284 4.668537 -16.466064 19.490860 7110374341.941062 
rand_376 -1.629122 -1.114090 0.007680 -1.628925 0.193164 4746533.117969 -0.127114 -2.627054 -1.953985 0.365874 -0.149051 0.513378 -0.613910 4.716415 -16.324391 19.309267 7226549591.784620 
rand_377 -1.613296 -1.100588 0.006856 -1.628945 0.190448 5696786.173465 -0.226642 -2.994367 -1.894071 0.305605 -0.148205 0.514404 -0.616052 4.687466 -16.358875 19.382383 6962945739.172132 
rand_378 -1.658432 -1.108407 0.005209 -1.628921 0.201070 3820451.544964 -0.199022 -1.820232 -2.065642 0.313819 -0.148574 0.517394 -0.617363 4.700568 -16.463616 19.427987 6802939899.672855 
rand_379 -1.664234 -1.148034 0.003930 -1.628895 0.191577 7249387.379728 -0.218901 -2.673059 -1.418056 0.294234 -0.149187 0.514253 -0.613959 4.721335 -16.354426 19.310513 6884730227.372295 
rand_380 -1.660325 -1.111780 0.000980 -1.628945 0.209598 6034498.178776 -0.200728 -2.926961 -2.543536 0.350944 -0.148310 0.513142 -0.614494 4.691421 -16.316459 19.329061 6127093764.999450 
rand_381 -1.656060 -1.093183 0.003546 -1.628955 0.197312 6044591.593456 -0.103152 -3.230768 -1.225990 0.141844 -0.148438 0.519962 -0.619894 4.695696 -16.547592 19.511715 7632258470.464482 
rand_382 -1.625093 -1.139866 0.007331 -1.628914 0.187064 3783897.742893 -0.368722 -2.365992 -1.587736 0.319942 -0.147840 0.516615 -0.618088 4.675331 -16.434385 19.450447 7318374043.300288 
rand_383 -1.679691 -1.138527 0.003403 -1.628910 0.197309 4247982.141782 -0.231888 -2.346516 -2.614596 0.407082 -0.147965 0.516758 -0.618245 4.679472 -16.435218 19.453029 7241923264.987601 
rand_384 -1.697081 -1.164234 0.006447 -1.628924 0.197222 6934565.872143 -0.349744 -2.271865 -1.912879 0.366465 -0.147433 0.519642 -0.621107 4.660936 -16.536689 19.554398 6864268946.108514 
rand_385 -1.650277 -1.129248 0.002468 -1.628907 0.186842 7800920.298489 -0.163238 -2.350431 -1.785038 0.320432 -0.148814 0.512344 -0.613884 4.709032 -16.287786 19.306294 7279354585.967454 
rand_386 -1.646805 -1.170059 0.002134 -1.628945 0.187015 4184629.754142 -0.217897 -2.619024 -1.804489 0.343328 -0.148780 0.513836 -0.615046 4.707244 -16.337887 19.346384 6666620936.029495 
rand_387 -1.652298 -1.109401 0.001365 -1.628981 0.190591 4785920.027197 -0.044717 -3.184160 -1.758589 0.283521 -0.148026 0.515962 -0.617488 4.681535 -16.412346 19.431233 7142029389.417897 
rand_388 -1.627055 -1.140131 0.002837 -1.628904 0.192232 4311834.627130 -0.158535 -2.494025 -1.202873 0.185179 -0.149170 0.519880 -0.617167 4.721084 -16.549029 19.421060 6361561780.340117 
rand_389 -1.654604 -1.138998 0.009315 -1.628913 0.195470 5966890.038718 -0.108046 -2.580346 -2.493183 0.375124 -0.147787 0.517101 -0.618158 4.673804 -16.453999 19.454990 6599295044.295928 
rand_390 -1.678007 -1.129734 0.003323 -1.628886 0.197901 5287182.233349 -0.151596 -2.588304 -2.104837 0.352933 -0.149130 0.517943 -0.617675 4.719431 -16.477125 19.433973 7044354294.734355 
