trial b/dMass b/dRadius b/dEcc b/dOrbPeriod star/dMass star/dSatXUVFrac star/dSatXUVTime star/dXUVBeta star/dAge star/dFlareSlopeA1 star/dFlareSlopeA2 star/dFlareSlopeA3 star/dFlareYIntB1 star/dFlareYIntB2 star/dFlareYIntB3 vpl/dStopTime 
rand_276 -1.637004 -1.116016 0.012280 -1.628932 0.190827 0.001257 351940094.427564 1.114127 4614050.640103 -0.148439 0.521033 -0.620630 4.695572 -16.587704 19.539126 7712918573.023623 
rand_277 -1.665851 -1.128265 0.002503 -1.628879 0.194919 0.001259 459756859.914692 1.059285 5021815.050556 -0.147964 0.524181 -0.623906 4.679663 -16.688221 19.645304 6817866528.139211 
rand_278 -1.690457 -1.119907 0.001805 -1.628993 0.192927 0.000938 251724451.787785 0.941094 3132014.978280 -0.148550 0.517589 -0.617964 4.699522 -16.467100 19.446226 7855172112.575270 
rand_279 -1.627089 -1.126048 0.004795 -1.628939 0.190516 0.002089 661886496.614649 1.551039 4970190.787734 -0.147700 0.518592 -0.620252 4.670089 -16.499029 19.522947 6952414267.151686 
rand_280 -1.653936 -1.108983 0.005953 -1.628943 0.193013 0.001003 718746870.143693 1.137815 5651187.118903 -0.147000 0.515276 -0.617791 4.646582 -16.386527 19.439466 7884223805.314807 
rand_281 -1.650328 -1.135583 0.000078 -1.628936 0.195405 0.001604 771488754.238498 1.661834 4940800.278345 -0.148836 0.515546 -0.615178 4.709126 -16.397165 19.351606 5095129052.082683 
rand_282 -1.645031 -1.136652 0.001487 -1.628925 0.202537 0.000678 205788747.292239 0.885299 5295126.552865 -0.148541 0.515237 -0.616006 4.699331 -16.384899 19.377621 7154052910.146442 
rand_283 -1.688337 -1.106439 0.008804 -1.628937 0.196443 0.000320 811338220.982477 0.958084 5587817.564458 -0.147146 0.515597 -0.618845 4.651577 -16.397127 19.475267 6766354799.835690 
rand_284 -1.660158 -1.139200 0.003754 -1.628893 0.194454 0.000233 2692949683.681624 1.123241 3398731.873514 -0.148330 0.515609 -0.617397 4.692003 -16.397370 19.425411 6631607206.630525 
rand_285 -1.641111 -1.148899 0.000578 -1.628919 0.191486 0.001433 434136605.050762 1.184082 5652581.820889 -0.148432 0.515359 -0.614833 4.696228 -16.397312 19.343514 5395982469.865742 
rand_286 -1.674726 -1.144963 0.002007 -1.628918 0.189388 0.002170 483056867.755275 1.460750 4266466.255353 -0.146840 0.517061 -0.618989 4.641469 -16.451624 19.483366 5845086556.948679 
rand_287 -1.652947 -1.115028 0.005610 -1.628919 0.197148 0.002156 158033579.692761 1.120180 4761893.757509 -0.147524 0.521565 -0.622855 4.664394 -16.599603 19.610665 7009492015.909266 
rand_288 -1.647499 -1.076562 0.003118 -1.628966 0.200519 0.001125 313959870.718663 1.298105 4338908.150504 -0.147898 0.519272 -0.620857 4.677006 -16.525754 19.546299 6809960501.433364 
rand_289 -1.693579 -1.147754 0.008414 -1.628926 0.194429 0.001299 811634644.061187 1.452790 6073886.416148 -0.148436 0.518183 -0.618069 4.696030 -16.488075 19.449816 7291250548.211421 
rand_290 -1.683746 -1.117097 0.005302 -1.628925 0.197952 0.000881 1564543020.827884 1.196721 3827580.437328 -0.147834 0.520090 -0.619797 4.675285 -16.553628 19.509781 7742919467.812032 
rand_291 -1.712550 -1.126924 0.001517 -1.628961 0.197686 0.000873 1126337501.205814 1.303328 6381345.268211 -0.147901 0.517840 -0.619223 4.677841 -16.475877 19.489185 6931904751.087209 
rand_292 -1.654785 -1.107436 0.004285 -1.628907 0.188806 0.001821 302841002.321259 1.102456 7391827.719642 -0.148702 0.513831 -0.614411 4.704882 -16.339360 19.325326 4900917586.440301 
rand_293 -1.616646 -1.117272 0.008229 -1.628986 0.196354 0.000701 542848964.425519 1.242907 3448879.926124 -0.147589 0.518962 -0.620500 4.666817 -16.515587 19.534128 6463624444.924593 
rand_294 -1.675920 -1.106196 0.004120 -1.628863 0.194806 0.000541 1054888373.177522 1.140915 4413946.635504 -0.148199 0.514836 -0.615944 4.687750 -16.374203 19.378002 6899379282.666430 
rand_295 -1.664432 -1.124157 0.000140 -1.628932 0.196807 0.000386 2593686105.079921 1.596071 5612447.725217 -0.147883 0.519222 -0.619271 4.676962 -16.522698 19.490244 7142734826.917543 
rand_296 -1.636694 -1.146695 0.008401 -1.628954 0.199291 0.001302 425371559.691862 1.031281 4006550.157967 -0.147256 0.514509 -0.617967 4.655594 -16.362088 19.446820 6526641668.701900 
rand_297 -1.653885 -1.143600 0.001768 -1.628914 0.193833 0.000627 828613139.834723 1.212873 4728125.168091 -0.148880 0.516442 -0.616096 4.710886 -16.432540 19.385856 7289966655.933276 
rand_298 -1.682395 -1.125760 0.003796 -1.628914 0.194103 0.001225 411272138.323993 1.347163 5175877.261919 -0.149124 0.513715 -0.612984 4.719309 -16.338693 19.279340 7765600125.696585 
rand_299 -1.624895 -1.120658 0.006147 -1.628876 0.200476 0.000630 367324412.014969 0.884135 4287178.985156 -0.148633 0.516633 -0.616356 4.702223 -16.437543 19.394052 5542484842.181157 
rand_300 -1.655462 -1.137684 0.009495 -1.628883 0.191714 0.000345 2228276889.991764 1.393960 5081983.138737 -0.147599 0.517181 -0.619586 4.666684 -16.454171 19.503129 7161392984.883683 
rand_301 -1.665341 -1.089699 0.004575 -1.628967 0.190420 0.000694 1401700990.911214 1.565648 5948736.274428 -0.147578 0.515031 -0.617255 4.666078 -16.379614 19.422156 7138967610.436118 
rand_302 -1.663437 -1.111176 0.013714 -1.628938 0.191013 0.000417 1681540160.894027 1.601324 4921684.889704 -0.147850 0.520902 -0.621370 4.675908 -16.580886 19.562626 6945281076.333004 
rand_303 -1.646410 -1.171678 0.002686 -1.628956 0.193284 0.000681 423742090.663089 0.884927 3961345.586472 -0.149005 0.520051 -0.619127 4.715010 -16.552774 19.486721 7388191189.467751 
rand_304 -1.674108 -1.132458 0.004264 -1.628911 0.193365 0.000916 1097778129.605968 1.302357 6164886.628539 -0.148317 0.513815 -0.615433 4.691220 -16.336143 19.359035 10034145219.162928 
rand_305 -1.623853 -1.150594 0.000506 -1.628893 0.191521 0.000994 1089214759.554475 1.315622 6389034.675548 -0.148046 0.515998 -0.617064 4.682481 -16.411680 19.414222 7226098087.301856 
rand_306 -1.631051 -1.091874 0.004384 -1.628967 0.192310 0.001320 569458801.115239 1.202648 5368579.698787 -0.148381 0.521195 -0.620737 4.693786 -16.589109 19.539817 5974988975.625816 
rand_307 -1.659805 -1.174387 0.004279 -1.628933 0.188478 0.000523 1401062788.283444 1.386931 4018207.649727 -0.148492 0.517788 -0.618638 4.697038 -16.470840 19.467524 7484706045.563977 
rand_308 -1.658583 -1.121625 0.007363 -1.628948 0.188634 0.000833 393065847.965186 0.994833 4122272.736313 -0.147801 0.510578 -0.612272 4.673823 -16.233430 19.257387 5931680221.668225 
rand_309 -1.679459 -1.127534 0.004886 -1.628908 0.197127 0.002145 1045617500.766760 1.629139 2631565.564288 -0.147340 0.515980 -0.618432 4.657472 -16.409480 19.461116 7059779955.345716 
rand_310 -1.674659 -1.113722 0.000882 -1.628920 0.201582 0.002687 269876716.914074 1.049876 4407872.524759 -0.148542 0.521261 -0.620769 4.699219 -16.588278 19.538602 8001067589.573953 
rand_311 -1.686114 -1.123545 0.004111 -1.628899 0.189168 0.000792 514017947.744566 0.791155 6065579.444486 -0.148666 0.513762 -0.615006 4.703362 -16.337602 19.347284 9508993293.548687 
rand_312 -1.664694 -1.088614 0.000285 -1.628942 0.193747 0.001675 1119569977.265678 1.715703 4316031.682554 -0.147711 0.518487 -0.619593 4.670888 -16.495235 19.499903 8550781439.359097 
rand_313 -1.658566 -1.111641 0.005319 -1.628934 0.188659 0.000953 869364259.527741 1.306284 4044067.379095 -0.148638 0.515698 -0.616267 4.701679 -16.406056 19.392549 8660732797.604519 
rand_314 -1.696572 -1.166762 0.000751 -1.628920 0.194239 0.002885 219745925.438885 1.119698 6022884.416569 -0.148400 0.517322 -0.616805 4.695367 -16.458201 19.405444 6051315934.458080 
rand_315 -1.644155 -1.101916 0.000567 -1.628938 0.191792 0.000924 271003081.537958 1.108564 6151279.688628 -0.148335 0.516352 -0.617580 4.692001 -16.423801 19.432065 7822732868.099568 
rand_316 -1.680030 -1.125937 0.001436 -1.628923 0.188233 0.001424 439901390.198968 0.933100 4463868.835994 -0.148481 0.514546 -0.616274 4.697279 -16.362349 19.388349 8352002984.911232 
rand_317 -1.650528 -1.101882 0.003355 -1.628897 0.192721 0.000913 990555684.609284 1.099935 5509448.967411 -0.147170 0.517141 -0.618854 4.652660 -16.452385 19.476914 7006922379.644588 
rand_318 -1.641433 -1.136342 0.000879 -1.628873 0.189893 0.000397 1252908437.945449 0.956339 4132247.935313 -0.148359 0.515853 -0.615665 4.693175 -16.410917 19.370387 8153270448.355987 
rand_319 -1.629938 -1.151247 0.001375 -1.628944 0.203525 0.000722 862851486.000980 1.547517 4657367.856990 -0.148045 0.515636 -0.615699 4.683015 -16.404727 19.370990 6447919888.034347 
rand_320 -1.634768 -1.155028 0.002964 -1.628873 0.195046 0.000844 1725087034.243051 1.535802 3179889.692187 -0.147048 0.517161 -0.619875 4.647715 -16.451376 19.511220 8812620829.352713 
rand_321 -1.621897 -1.108772 0.001440 -1.628945 0.192145 0.000618 1224492015.624965 1.273526 5360102.146073 -0.148239 0.517673 -0.619096 4.688777 -16.470348 19.485431 7359191335.696163 
rand_322 -1.641244 -1.114056 0.005181 -1.628908 0.196607 0.001006 944581639.122086 1.661003 4897086.470237 -0.147548 0.518175 -0.619139 4.665956 -16.489449 19.488126 6157510716.291876 
rand_323 -1.656142 -1.141839 0.004632 -1.628944 0.188735 0.000206 3443844548.068302 1.049390 4328072.675408 -0.148612 0.515045 -0.615806 4.701852 -16.379521 19.371745 8035324470.157089 
rand_324 -1.670871 -1.183402 0.001720 -1.628959 0.187887 0.000938 1450502636.573107 1.583604 4907969.966411 -0.148463 0.516769 -0.618374 4.696414 -16.433727 19.456346 6678479754.860373 
rand_325 -1.662747 -1.108007 0.008173 -1.628898 0.190914 0.001947 128688118.620981 0.760721 4784949.042587 -0.148310 0.513142 -0.614494 4.691421 -16.316459 19.329061 6419555523.174017 
rand_326 -1.622522 -1.170750 0.002599 -1.628932 0.191425 0.001045 1342618871.452713 1.626647 4172753.941208 -0.147628 0.516239 -0.617866 4.668281 -16.424856 19.446009 8546718399.692342 
rand_327 -1.664550 -1.086522 0.007201 -1.628896 0.199982 0.002159 474782270.343964 1.330708 5398550.770467 -0.148104 0.517021 -0.617963 4.683945 -16.447826 19.446977 6323884372.057260 
rand_328 -1.660118 -1.158908 0.003698 -1.628911 0.193854 0.000445 1175048724.418655 1.086892 4702050.817134 -0.147210 0.517986 -0.620507 4.653274 -16.478084 19.531771 8722690474.739229 
rand_329 -1.626047 -1.129718 0.001430 -1.628920 0.190240 0.000763 846227950.220622 1.098195 4865719.733089 -0.147715 0.519336 -0.620055 4.670564 -16.527416 19.518738 7973898288.202091 
rand_330 -1.665366 -1.125400 0.007708 -1.628916 0.190844 0.000550 1269418367.360358 1.469073 3539338.634440 -0.148212 0.514239 -0.616081 4.688267 -16.349983 19.379008 6857364134.820638 
rand_331 -1.678281 -1.122703 0.005350 -1.628902 0.195540 0.001029 804435262.643379 1.214918 4874382.420574 -0.149436 0.518303 -0.617522 4.729625 -16.489495 19.429564 6839885611.921406 
rand_332 -1.633937 -1.123514 0.010325 -1.628906 0.196697 0.000799 1035773865.768672 1.568221 4820670.033117 -0.147636 0.522130 -0.622430 4.668375 -16.621320 19.597931 6731860212.946712 
rand_333 -1.679033 -1.127391 0.004554 -1.628942 0.196269 0.000958 1077291312.770455 1.383166 4174385.919699 -0.148167 0.520332 -0.620448 4.686365 -16.560605 19.530852 7017628648.449781 
rand_334 -1.650712 -1.138681 0.004550 -1.628920 0.199157 0.000907 1467625301.147948 1.361480 5531543.744504 -0.148312 0.519854 -0.620283 4.691037 -16.544732 19.526289 7667729198.776029 
rand_335 -1.654737 -1.134469 0.007205 -1.628890 0.198034 0.001455 1327228693.827537 1.574520 2892191.478368 -0.148693 0.515635 -0.616595 4.704526 -16.399826 19.398751 9098350449.653772 
rand_336 -1.652738 -1.143036 0.005466 -1.628930 0.192883 0.002419 359707396.448715 1.294281 4517801.622861 -0.147749 0.518740 -0.620100 4.671943 -16.506292 19.520045 8401820417.838825 
rand_337 -1.715654 -1.127682 0.005761 -1.628944 0.198975 0.001451 861797437.202591 1.654233 5309954.427347 -0.147601 0.520600 -0.621796 4.666907 -16.570127 19.577478 6589680798.386928 
rand_338 -1.642049 -1.165078 0.001236 -1.628948 0.190910 0.001305 412704554.910459 1.284242 7098509.119580 -0.147285 0.521466 -0.623244 4.656080 -16.595505 19.623847 8004137700.806664 
rand_339 -1.661368 -1.123691 0.002191 -1.628908 0.193765 0.000921 1631519467.940580 1.710462 3634327.065001 -0.147563 0.519238 -0.620545 4.665730 -16.522282 19.533708 8390861183.508754 
rand_340 -1.645825 -1.131973 0.002016 -1.628937 0.193588 0.002057 540924849.361520 1.282244 5088627.462768 -0.147905 0.517957 -0.619438 4.677044 -16.478769 19.496468 6726005727.826451 
rand_341 -1.648482 -1.113171 0.006305 -1.628921 0.192510 0.000556 1001735711.169034 1.303800 5547902.793000 -0.147843 0.518351 -0.619175 4.675727 -16.495569 19.489096 6360234082.643080 
rand_342 -1.652734 -1.136073 0.008356 -1.628939 0.191541 0.000589 1785266527.956377 1.547507 5063347.927645 -0.147363 0.520393 -0.620933 4.659420 -16.563725 19.547796 8829078697.984905 
rand_343 -1.669135 -1.117955 0.003047 -1.628899 0.194117 0.000644 890412453.544924 0.815882 3767656.407669 -0.148061 0.515799 -0.618554 4.682001 -16.400333 19.462872 7994597322.786207 
rand_344 -1.668881 -1.118959 0.004162 -1.628927 0.193552 0.001285 269121081.401868 1.112180 4516327.400146 -0.148918 0.518430 -0.618467 4.712154 -16.495682 19.463144 7317394097.239825 
rand_345 -1.661249 -1.132781 0.001691 -1.628892 0.189258 0.001352 1132342917.242467 1.272219 2558351.412509 -0.148461 0.517385 -0.616991 4.696971 -16.461662 19.413492 6991046229.609448 
rand_346 -1.656056 -1.122942 0.002072 -1.628893 0.188291 0.000726 371621974.454423 0.931600 5003865.934832 -0.149359 0.515739 -0.616675 4.726377 -16.401350 19.401164 6083634694.724360 
rand_347 -1.669752 -1.156853 0.005846 -1.628933 0.192434 0.000892 490213611.486340 1.348431 3584107.262934 -0.147778 0.517946 -0.618492 4.673596 -16.481836 19.465359 6802487080.451605 
rand_348 -1.638312 -1.103169 0.000447 -1.628895 0.192390 0.001251 1204336938.295249 1.385320 5455660.940961 -0.148507 0.516966 -0.617152 4.698016 -16.449643 19.422072 10794696325.816568 
rand_349 -1.667540 -1.140911 0.004936 -1.628940 0.193679 0.001087 1042453806.233263 1.461158 4346577.621252 -0.148214 0.519720 -0.620307 4.687814 -16.538198 19.525250 8596106050.057581 
rand_350 -1.682537 -1.133566 0.004975 -1.628924 0.197835 0.000823 502832632.881168 1.096608 4252485.176500 -0.147936 0.512068 -0.614618 4.678223 -16.276772 19.330851 7524134682.953446 
rand_351 -1.646310 -1.151057 0.006624 -1.628952 0.190539 0.000651 1068614716.056888 1.597260 5166550.257603 -0.147079 0.519072 -0.623201 4.648276 -16.511229 19.621372 6247414760.672405 
rand_352 -1.616733 -1.145364 0.006809 -1.628915 0.183430 0.000822 990561470.926758 0.838979 5260256.563624 -0.147821 0.517333 -0.617886 4.674968 -16.459686 19.444402 7239922810.939422 
rand_353 -1.686854 -1.097129 0.008689 -1.628923 0.195110 0.000590 1319171729.166764 1.588319 5871284.301886 -0.148446 0.516936 -0.616824 4.696078 -16.444938 19.407370 7787679234.677448 
rand_354 -1.662882 -1.127242 0.011397 -1.628917 0.194925 0.000676 456521517.781779 0.945091 4738638.083207 -0.148136 0.516647 -0.617687 4.685596 -16.433463 19.435379 5916532927.167481 
rand_355 -1.635530 -1.135936 0.001975 -1.628968 0.197959 0.000397 1020767057.084363 0.953257 4894218.535122 -0.148025 0.516780 -0.616882 4.681312 -16.442739 19.412520 7545512758.863302 
rand_356 -1.646894 -1.136047 0.003842 -1.628985 0.195017 0.001104 728506531.994732 1.338438 3613675.919222 -0.147419 0.517046 -0.618795 4.660330 -16.448443 19.475153 6102665918.219320 
rand_357 -1.645711 -1.129960 0.004094 -1.628962 0.198376 0.002397 873339286.616523 1.497230 6448399.423252 -0.147508 0.516791 -0.617919 4.663843 -16.443118 19.447538 8456252568.684368 
rand_358 -1.659299 -1.115551 0.005798 -1.628918 0.199073 0.000339 827086217.229872 0.740240 4065559.542980 -0.147880 0.518056 -0.619059 4.676557 -16.483352 19.483882 7061016435.114832 
rand_359 -1.721134 -1.126123 0.010259 -1.628913 0.187410 0.001081 1378129915.361667 1.457424 5724834.698670 -0.148457 0.512176 -0.614485 4.696808 -16.281192 19.325861 7724855117.380672 
rand_360 -1.654069 -1.125696 0.005060 -1.628901 0.192813 0.000688 1447100476.885100 1.634801 5732187.292464 -0.148348 0.514883 -0.616295 4.692885 -16.376001 19.389661 6999568456.569448 
rand_361 -1.651410 -1.148463 0.005173 -1.628942 0.195722 0.001147 324360775.543594 1.097291 5399902.654728 -0.147808 0.520006 -0.621128 4.674091 -16.550004 19.554943 8577362417.094911 
rand_362 -1.634106 -1.135876 0.006256 -1.628925 0.194919 0.000589 1508731815.103664 1.365413 4762609.626074 -0.147402 0.514112 -0.616349 4.660560 -16.350399 19.392598 7444388594.715055 
rand_363 -1.677272 -1.126870 0.011495 -1.628950 0.188860 0.001528 920046037.908334 1.597081 4637264.231811 -0.148692 0.512901 -0.613675 4.704303 -16.306657 19.300229 7168135799.260194 
rand_364 -1.621295 -1.130624 0.001096 -1.628894 0.189453 0.000314 1145789335.552503 1.195077 4935923.682660 -0.148029 0.515150 -0.615256 4.681892 -16.388946 19.357818 7071875373.048275 
rand_365 -1.667140 -1.138317 0.000911 -1.628950 0.193951 0.000355 1414864687.409070 1.237048 3096111.468148 -0.147752 0.515639 -0.616956 4.672261 -16.404784 19.416077 7016959195.932734 
rand_366 -1.671101 -1.140150 0.004471 -1.628899 0.197027 0.001066 1943254556.896164 1.938785 4973900.963699 -0.148472 0.514752 -0.615237 4.696928 -16.375029 19.356902 8194086816.375599 
rand_367 -1.676578 -1.121289 0.004394 -1.628938 0.184213 0.000787 1563671397.389214 1.399813 6485750.939663 -0.148196 0.513874 -0.617019 4.686573 -16.334890 19.411161 6949879554.061614 
rand_368 -1.635934 -1.120796 0.002327 -1.628888 0.193853 0.000419 576672918.494460 0.965452 4774148.511128 -0.148355 0.519084 -0.620032 4.693186 -16.518712 19.516849 5782934318.002983 
rand_369 -1.685208 -1.110212 0.003276 -1.628926 0.197514 0.000429 1335183669.341501 1.198355 4967259.833230 -0.147785 0.517648 -0.618084 4.673693 -16.470137 19.450622 6911102866.668265 
rand_370 -1.645466 -1.126084 0.001285 -1.628927 0.194584 0.001478 894992683.585784 1.601313 3975882.460229 -0.147715 0.517595 -0.618535 4.670938 -16.467781 19.466961 7744535279.575716 
rand_371 -1.678574 -1.171524 0.004311 -1.628951 0.193500 0.000772 1137368883.936815 1.404686 5185687.308842 -0.148107 0.516085 -0.617176 4.684390 -16.415633 19.419570 6322504607.262512 
rand_372 -1.661016 -1.082834 0.005380 -1.628872 0.195160 0.000653 708542370.500021 1.141075 4222030.836380 -0.148727 0.511253 -0.612576 4.705249 -16.252282 19.264304 6821058486.023952 
rand_373 -1.695067 -1.130176 0.003779 -1.628904 0.203728 0.001995 1108475947.312626 1.802805 5849856.501738 -0.148751 0.513034 -0.613116 4.706051 -16.317383 19.286117 6827439302.004193 
rand_374 -1.641936 -1.138200 0.000186 -1.628917 0.194366 0.001598 181848061.889498 0.942475 6141328.262897 -0.148231 0.521351 -0.621564 4.688887 -16.592286 19.565531 9104147330.268301 
rand_375 -1.663451 -1.131163 0.006674 -1.628925 0.192379 0.002570 347473969.795516 1.557343 6359596.625484 -0.147565 0.517385 -0.618963 4.666289 -16.459071 19.479009 6617066184.362195 
rand_376 -1.647179 -1.137922 0.001409 -1.628949 0.193448 0.000571 1410728315.157769 1.311622 3556457.162502 -0.148425 0.517674 -0.617045 4.694605 -16.472457 19.417406 8108088472.910151 
rand_377 -1.664115 -1.146374 0.002279 -1.628913 0.193746 0.001011 902151166.372004 1.341635 5722710.498985 -0.148550 0.518323 -0.618047 4.699840 -16.492265 19.448655 6679201656.811420 
rand_378 -1.647862 -1.117709 0.000955 -1.628933 0.193818 0.000560 706012433.893161 1.074152 5646989.944887 -0.148626 0.517917 -0.617784 4.701677 -16.479519 19.441510 6236179797.078849 
rand_379 -1.661061 -1.132971 0.001951 -1.628929 0.191167 0.001339 1088015779.011627 1.598082 4584929.391712 -0.146859 0.520800 -0.622721 4.641619 -16.575107 19.607637 7051708004.695274 
rand_380 -1.642965 -1.131789 0.010764 -1.628907 0.194809 0.000707 1044805465.281874 1.388478 6192677.527741 -0.147688 0.518382 -0.618832 4.670700 -16.494456 19.475501 7567471332.373484 
rand_381 -1.647723 -1.180056 0.003034 -1.628923 0.182684 0.000670 1400749364.907948 1.188318 5414445.450332 -0.148494 0.515509 -0.615864 4.697726 -16.395937 19.375001 6983563908.351152 
rand_382 -1.655486 -1.134530 0.006894 -1.628931 0.187944 0.000689 959197906.124217 1.100264 6373115.841866 -0.148334 0.514868 -0.615718 4.692400 -16.374178 19.369736 7985424947.051126 
rand_383 -1.680703 -1.151532 0.004962 -1.628892 0.190069 0.000245 1578206396.299084 1.076418 3732379.810297 -0.146450 0.515744 -0.619432 4.627257 -16.402154 19.495969 6705308829.366961 
rand_384 -1.670060 -1.140449 0.001917 -1.628953 0.189746 0.000353 2006149770.100718 1.108081 4285944.676693 -0.148103 0.515703 -0.616203 4.684626 -16.404636 19.387165 7053498463.544746 
rand_385 -1.677761 -1.125274 0.000269 -1.628976 0.196533 0.001066 378742227.243165 0.715477 5093723.546327 -0.148933 0.514350 -0.614674 4.712512 -16.354497 19.332315 6957454999.328318 
rand_386 -1.627140 -1.142270 0.006967 -1.628952 0.191534 0.001128 477444225.059146 0.892156 6172590.533097 -0.147827 0.516885 -0.617078 4.675236 -16.442286 19.415206 8192586611.864019 
rand_387 -1.642052 -1.139511 0.000680 -1.628927 0.195204 0.001553 522555949.533492 1.203518 5454799.455674 -0.147423 0.514657 -0.617034 4.660754 -16.367676 19.415837 6679375094.370015 
rand_388 -1.659132 -1.128068 0.002564 -1.628912 0.195293 0.000831 854430219.771471 1.388850 4051662.018492 -0.148453 0.515363 -0.616155 4.696116 -16.389099 19.382944 4613729148.261769 
rand_389 -1.672929 -1.140130 0.007219 -1.628951 0.189218 0.003325 160749494.441082 1.029067 6776342.311876 -0.148945 0.520228 -0.618861 4.713314 -16.556459 19.475662 6788635218.555246 
rand_390 -1.678165 -1.151106 0.000459 -1.628831 0.192581 0.000474 1671546343.374017 0.913638 4705292.821886 -0.148298 0.517690 -0.617964 4.690835 -16.470317 19.446162 8376752463.721735 
rand_391 -1.657183 -1.164430 0.004864 -1.628926 0.191387 0.000980 580681557.436566 1.452691 4083665.493741 -0.147499 0.520408 -0.621828 4.663734 -16.562950 19.577610 4852754564.943952 
rand_392 -1.617606 -1.123268 0.002889 -1.628927 0.193000 0.004192 303212036.205672 1.188845 4224902.606205 -0.147493 0.514994 -0.617310 4.663365 -16.381194 19.426805 7975571285.419235 
rand_393 -1.659864 -1.140330 0.002925 -1.628966 0.193239 0.000932 861809883.495935 1.282839 3667759.454555 -0.147871 0.517884 -0.618499 4.676357 -16.474264 19.462761 7232451932.659318 
rand_394 -1.632356 -1.163310 0.005164 -1.628970 0.191713 0.000301 342802452.051036 0.591113 2752696.890376 -0.148625 0.522786 -0.622284 4.702011 -16.642352 19.591765 5685800311.524654 
rand_395 -1.653660 -1.105087 0.002935 -1.628979 0.194183 0.000905 360555200.466578 1.170869 4883406.577894 -0.148275 0.516097 -0.616294 4.690045 -16.420474 19.393099 5953749883.680936 
rand_396 -1.647061 -1.123239 0.008013 -1.628894 0.199489 0.000197 2179931535.597705 1.091531 3445396.512304 -0.148765 0.514910 -0.615644 4.706426 -16.375876 19.367946 6865627365.450615 
rand_397 -1.670946 -1.153759 0.002390 -1.628898 0.200293 0.001681 433316626.138761 1.365523 5313667.697598 -0.148378 0.515062 -0.615793 4.693408 -16.384569 19.375522 5959817012.378773 
rand_398 -1.664533 -1.144093 0.007735 -1.628931 0.190795 0.000235 1615208598.795731 0.854705 5984282.650243 -0.148734 0.519031 -0.619555 4.705770 -16.514285 19.499116 6746627370.931444 
rand_399 -1.679109 -1.109072 0.004843 -1.628964 0.197193 0.000218 2206615768.138441 1.251716 5376620.046846 -0.148277 0.516235 -0.617054 4.690148 -16.422658 19.416911 7277539325.429441 
rand_400 -1.652995 -1.133509 0.005004 -1.628938 0.187828 0.000748 489949830.915154 0.981666 5043987.691634 -0.147365 0.517825 -0.620258 4.658694 -16.473578 19.523892 6500226045.458602 
rand_401 -1.665599 -1.138367 0.009707 -1.628893 0.196876 0.000873 995481834.534266 1.601473 3459144.211051 -0.148539 0.515551 -0.616630 4.699116 -16.394790 19.398916 7567432588.358678 
rand_402 -1.651723 -1.114986 0.007931 -1.628945 0.193707 0.000330 1121159393.184415 1.217660 5846049.348467 -0.148001 0.518375 -0.619817 4.680632 -16.490365 19.506812 7290678597.700264 
rand_403 -1.682660 -1.133356 0.006409 -1.628955 0.190125 0.000211 3247920889.160690 1.035910 6946563.920510 -0.149019 0.518398 -0.618116 4.715607 -16.495016 19.451690 7675004296.789088 
rand_404 -1.649518 -1.105407 0.001841 -1.628941 0.192688 0.001575 1103729584.735783 1.273977 6408269.074775 -0.148598 0.519575 -0.620252 4.700956 -16.530915 19.521183 12330791426.177580 
rand_405 -1.656115 -1.138254 0.001569 -1.628939 0.191239 0.000809 646048920.736300 1.069434 3669464.707349 -0.148452 0.515962 -0.616583 4.696532 -16.417257 19.403382 6464340251.506743 
rand_406 -1.656852 -1.141407 0.006522 -1.628911 0.191024 0.000356 848381952.153005 1.174544 4922032.608033 -0.148460 0.516357 -0.615718 4.696932 -16.427632 19.371388 5977515481.871401 
rand_407 -1.651044 -1.129668 0.004920 -1.628991 0.202484 0.001154 602631910.245038 1.176487 4717269.985206 -0.148016 0.515851 -0.617249 4.681217 -16.407382 19.422084 7116538160.695253 
rand_408 -1.665465 -1.110706 0.004296 -1.628926 0.194294 0.000800 982454868.434313 1.313862 4601963.394264 -0.148207 0.511260 -0.612207 4.687701 -16.254544 19.252943 6828478968.826302 
rand_409 -1.572446 -1.125010 0.002820 -1.628950 0.189413 0.000884 2185525579.186161 1.677252 5027078.038249 -0.148191 0.517151 -0.618373 4.687232 -16.449767 19.458603 8254101959.549285 
rand_410 -1.649226 -1.127929 0.001375 -1.628945 0.194235 0.000613 1985918862.824648 1.462987 7165082.217435 -0.148184 0.517896 -0.618774 4.687053 -16.473884 19.471051 6188452034.442127 
rand_411 -1.657582 -1.146148 0.001903 -1.628911 0.196671 0.000187 3484304778.425915 1.133845 5107357.317587 -0.147259 0.518352 -0.620384 4.655415 -16.494045 19.529793 7365791279.950650 
rand_412 -1.642935 -1.149086 0.005706 -1.628966 0.203214 0.000640 1560997960.574510 1.484120 4555656.858680 -0.148547 0.515048 -0.615729 4.699262 -16.380662 19.371023 9434031719.639830 
rand_413 -1.671989 -1.110684 0.002306 -1.628926 0.197685 0.000431 1693959449.367092 1.447251 5297903.366324 -0.147920 0.518525 -0.619533 4.677792 -16.497603 19.499418 7831108286.532496 
rand_414 -1.672751 -1.108583 0.002038 -1.628918 0.190372 0.000903 389589023.500123 0.988023 3686692.921381 -0.147787 0.519097 -0.620999 4.672915 -16.518866 19.550572 6093465841.781717 
